id,kangxiIndex,radical,pinyin,nameVi,meaningVi,strokeCount,variants,groupKey,source,sourceUrl,verificationStatus
radical_151,151,豆,dòu,Đậu,đậu,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_152,152,豕,shǐ,Thỉ,"lợn, heo",7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_153,153,豸,zhì,Trãi,loài thú không chân; sâu,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_154,154,貝,bèi,Bối,vỏ sò; tiền của,7,贝,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_155,155,赤,chì,Xích,đỏ,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_156,156,走,zǒu,Tẩu,"đi, chạy",7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_157,157,足,zú,Túc,chân,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_158,158,身,shēn,Thân,thân thể,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_159,159,車,chē,Xa,xe,7,车,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_160,160,辛,xīn,Tân,cay; đắng,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_161,161,辰,chén,Thần,thìn; thời gian,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_162,162,辵,chuò,Sước,"đi, bước đi",7,辶,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_163,163,邑,yì,Ấp,"thành, vùng đất",7,阝,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_164,164,酉,yǒu,Dậu,địa chi Dậu; rượu,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_165,165,釆,biàn,Biện,phân biệt,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_166,166,里,lǐ,Lý,làng; dặm,7,,7_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_167,167,金,jīn,Kim,kim loại; vàng,8,钅,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_168,168,長,cháng,Trường,dài; lâu,8,长,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_169,169,門,mén,Môn,cửa,8,门,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_170,170,阜,fù,Phụ,"gò đất, đồi",8,阝,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_171,171,隶,lì,Đãi,theo kịp; thuộc,8,,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_172,172,隹,zhuī,Chuy,chim đuôi ngắn,8,,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_173,173,雨,yǔ,Vũ,mưa,8,,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_174,174,青,qīng,Thanh,xanh; xanh lục,8,靑,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_175,175,非,fēi,Phi,"sai, không",8,,8_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_176,176,面,miàn,Diện,mặt; bề mặt,9,,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_177,177,革,gé,Cách,da thuộc; thay đổi,9,,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_178,178,韋,wéi,Vi,da thuộc,9,韦,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_179,179,韭,jiǔ,Cửu,hẹ,9,,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_180,180,音,yīn,Âm,âm thanh,9,,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_181,181,頁,yè,Hiệt,đầu; trang,9,页,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_182,182,風,fēng,Phong,gió,9,风,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_183,183,飛,fēi,Phi,bay,9,飞,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_184,184,食,shí,Thực,ăn; thức ăn,9,飠; 饣,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_185,185,首,shǒu,Thủ,đầu,9,,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_186,186,香,xiāng,Hương,mùi thơm,9,,9_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_187,187,馬,mǎ,Mã,ngựa,10,马,10_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_188,188,骨,gǔ,Cốt,xương,10,,10_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_189,189,高,gāo,Cao,cao,10,,10_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_190,190,髟,biāo,Bưu,tóc dài,10,,10_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_191,191,鬥,dòu,Đấu,đánh nhau,10,斗,10_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_192,192,鬯,chàng,Sưởng,rượu nếp thơm,10,,10_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_193,193,鬲,gé,Cách,"nồi, chõ",10,,10_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_194,194,鬼,guǐ,Quỷ,quỷ,10,,10_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_195,195,魚,yú,Ngư,cá,11,鱼,11_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_196,196,鳥,niǎo,Điểu,chim,11,鸟,11_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_197,197,鹵,lǔ,Lỗ,đất mặn,11,,11_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_198,198,鹿,lù,Lộc,hươu,11,,11_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_199,199,麥,mài,Mạch,lúa mạch,11,麦,11_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_200,200,麻,má,Ma,cây gai,11,,11_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_201,201,黃,huáng,Hoàng,vàng,12,,12_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_202,202,黍,shǔ,Thử,"kê, lúa nếp",12,,12_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_203,203,黑,hēi,Hắc,đen,12,,12_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_204,204,黹,zhǐ,Chỉ,"may, thêu",12,,12_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_205,205,黽,mǐn,Mãnh,ếch; loài bò sát,13,,13_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_206,206,鼎,dǐng,Đỉnh,"đỉnh, vạc ba chân",13,,13_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_207,207,鼓,gǔ,Cổ,trống,13,,13_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_208,208,鼠,shǔ,Thử,chuột,13,,13_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_209,209,鼻,bí,Tỵ,mũi,14,,14_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_210,210,齊,qí,Tề,"ngang bằng, đều",14,齐,14_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_211,211,齒,chǐ,Xỉ,răng,15,齿,15_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_212,212,龍,lóng,Long,rồng,16,龙,16_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_213,213,龜,guī,Quy,rùa,16,龟,16_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
radical_214,214,龠,yuè,Dược,sáo ba lỗ,17,,17_net,CGE 214 bộ thủ tiếng Trung,https://cge.edu.vn/chu-han/214-bo-thu-tieng-trung.html,reference_checked
