id,word,sourceWord,pinyin,introducedLevel,hskLevels,partOfSpeechSource,sourceSort,sourceLevelName
hsk3_393,箱子,箱子,xiāngzi,3,"1,2,3",名,893,三级
hsk3_394,向,向,xiàng,3,"1,2,3",动、介,894,三级
hsk3_395,像,像,xiàng,3,"1,2,3",动、（副）、（名）,895,三级（四级）（七-九级）
hsk3_396,相机,相机,xiàngjī,3,"1,2,3",名,896,三级
hsk3_397,小区,小区,xiǎoqū,3,"1,2,3",名,897,三级
hsk3_398,小心,小心,xiǎoxīn,3,"1,2,3",动、形,898,三级
hsk3_399,校园,校园,xiàoyuán,3,"1,2,3",名,899,三级
hsk3_400,校长,校长,xiàozhǎng,3,"1,2,3",名,900,三级
hsk3_401,鞋,鞋,xié,3,"1,2,3",名,901,三级
hsk3_402,心里,心里,xīnlǐ,3,"1,2,3",名,902,三级
hsk3_403,新年,新年,xīnnián,3,"1,2,3",名,903,三级
hsk3_404,新闻,新闻,xīnwén,3,"1,2,3",名,904,三级
hsk3_405,新鲜,新鲜,xīnxiān,3,"1,2,3",形,905,三级
hsk3_406,信,信,xìn,3,"1,2,3",动、名,906,三级
hsk3_407,信用卡,信用卡,xìnyòngkǎ,3,"1,2,3",名,907,三级
hsk3_408,行,行,xíng,3,"1,2,3",动、形,908,三级
hsk3_409,行李,行李,xíngli,3,"1,2,3",名,909,三级
hsk3_410,兴趣,兴趣,xìngqù,3,"1,2,3",名,910,三级
hsk3_411,休假,休假,xiūjià,3,"1,2,3",动,911,三级
hsk3_412,需要,需要,xūyào,3,"1,2,3",动、名,912,三级
hsk3_413,选,选,xuǎn,3,"1,2,3",动,913,三级
hsk3_414,选择,选择,xuǎnzé,3,"1,2,3",动,914,三级
hsk3_415,学期,学期,xuéqī,3,"1,2,3",名,915,三级
hsk3_416,牙,牙,yá,3,"1,2,3",名,916,三级
hsk3_417,牙刷,牙刷,yáshuā,3,"1,2,3",名,917,三级
hsk3_418,羊,羊,yáng,3,"1,2,3",名,918,三级
hsk3_419,养,养,yǎng,3,"1,2,3",动,919,三级
hsk3_420,要求,要求,yāoqiú,3,"1,2,3",动、名,920,三级
hsk3_421,页,页,yè,3,"1,2,3",量,921,三级
hsk3_422,一定,一定,yídìng,3,"1,2,3",形、副,922,三级
hsk3_423,一共,一共,yígòng,3,"1,2,3",副,923,三级
hsk3_424,一块儿,一块儿,yíkuàir,3,"1,2,3",名、副,924,三级
hsk3_425,一样,一样,yíyàng,3,"1,2,3",形,925,三级
hsk3_426,以后,以后,yǐhòu,3,"1,2,3",名,926,三级
hsk3_427,以前,以前,yǐqián,3,"1,2,3",名,927,三级
hsk3_428,以上,以上,yǐshàng,3,"1,2,3",名,928,三级
hsk3_429,以外,以外,yǐwài,3,"1,2,3",名,929,三级
hsk3_430,以为,以为,yǐwéi,3,"1,2,3",动,930,三级
hsk3_431,以下,以下,yǐxià,3,"1,2,3",名,931,三级
hsk3_432,一般,一般,yìbān,3,"1,2,3",形,932,三级
hsk3_433,一边,一边,yìbiān,3,"1,2,3",副,933,三级
hsk3_434,一直,一直,yìzhí,3,"1,2,3",副,934,三级
hsk3_435,音乐,音乐,yīnyuè,3,"1,2,3",名,935,三级
hsk3_436,银行,银行,yínháng,3,"1,2,3",名,936,三级
hsk3_437,银行卡,银行卡,yínhángkǎ,3,"1,2,3",名,937,三级
hsk3_438,饮料,饮料,yǐnliào,3,"1,2,3",名,938,三级
hsk3_439,应该,应该,yīnggāi,3,"1,2,3",动,939,三级
hsk3_440,影响,影响,yǐngxiǎng,3,"1,2,3",动、名,940,三级
hsk3_441,用,用,yòng,3,"1,2,3",动,941,三级
hsk3_442,邮件,邮件,yóujiàn,3,"1,2,3",名,942,三级
hsk3_443,游客,游客,yóukè,3,"1,2,3",名,943,三级
hsk3_444,游戏,游戏,yóuxì,3,"1,2,3",名,944,三级
hsk3_445,邮箱,邮箱,yóuxiāng,3,"1,2,3",名,945,三级
hsk3_446,有关,有关,yǒuguān,3,"1,2,3",动、介,946,三级
hsk3_447,有名,有名,yǒumíng,3,"1,2,3",形,947,三级
hsk3_448,有用,有用,yǒuyòng,3,"1,2,3",形,948,三级
hsk3_449,又,又,yòu,3,"1,2,3",副,949,三级
hsk3_450,羽毛球,羽毛球,yǔmáoqiú,3,"1,2,3",名,950,三级
hsk3_451,语言,语言,yǔyán,3,"1,2,3",名,951,三级
hsk3_452,雨衣,雨衣,yǔyī,3,"1,2,3",名,952,三级
hsk3_453,遇到,遇到,yùdào,3,"1,2,3",动,953,三级
hsk3_454,遇见,遇见,yùjiàn,3,"1,2,3",动,954,三级
hsk3_455,园,园,yuán,3,"1,2,3",名,955,三级
hsk3_456,员,员,yuán,3,"1,2,3",后缀,956,三级
hsk3_457,愿意,愿意,yuànyì,3,"1,2,3",动,957,三级
hsk3_458,越,越,yuè,3,"1,2,3",副,958,三级
hsk3_459,月亮,月亮,yuèliang,3,"1,2,3",名,959,三级
hsk3_460,运动会,运动会,yùndònghuì,3,"1,2,3",名,960,三级
hsk3_461,运动员,运动员,yùndòngyuán,3,"1,2,3",名,961,三级
hsk3_462,咱们,咱们,zánmen,3,"1,2,3",代,962,三级
hsk3_463,脏,脏,zāng,3,"1,2,3",形,963,三级
hsk3_464,怎么办,怎么办,zěnme bàn,3,"1,2,3",,964,三级
hsk3_465,怎样,怎样,zěnyàng,3,"1,2,3",代,965,三级
hsk3_466,站,站2,zhàn,3,"1,2,3",动,966,三级
hsk3_467,张,张,zhāng,3,"1,2,3",动、量,967,三级
hsk3_468,长,长,zhǎng,3,"1,2,3",动、后缀,968,三级
hsk3_469,着急,着急,zháojí,3,"1,2,3",形,969,三级
hsk3_470,照,照,zhào,3,"1,2,3",动,970,三级
hsk3_471,照顾,照顾,zhàogù,3,"1,2,3",动,971,三级
hsk3_472,照片,照片,zhàopiàn,3,"1,2,3",名,972,三级
hsk3_473,照相,照相,zhàoxiàng,3,"1,2,3",动,973,三级
hsk3_474,直到,直到,zhídào,3,"1,2,3",动,974,三级
hsk3_475,只,只,zhǐ,3,"1,2,3",副,975,三级
hsk3_476,纸,纸,zhǐ,3,"1,2,3",名,976,三级
hsk3_477,只能,只能,zhǐ néng,3,"1,2,3",,977,三级
hsk3_478,只是,只是,zhǐshì,3,"1,2,3",副、连,978,三级
hsk3_479,只要,只要,zhǐyào,3,"1,2,3",连,979,三级
hsk3_480,只有,只有,zhǐyǒu,3,"1,2,3",连,980,三级
hsk3_481,中,中,zhōng,3,"1,2,3",名,981,三级
hsk3_482,中间,中间,zhōngjiān,3,"1,2,3",名,982,三级
hsk3_483,终于,终于,zhōngyú,3,"1,2,3",副,983,三级
hsk3_484,种,种,zhǒng,3,"1,2,3",量,984,三级
hsk3_485,重要,重要,zhòngyào,3,"1,2,3",形,985,三级
hsk3_486,周末,周末,zhōumò,3,"1,2,3",名,986,三级
hsk3_487,主要,主要,zhǔyào,3,"1,2,3",形,987,三级
hsk3_488,注意,注意,zhùyì,3,"1,2,3",动,988,三级
hsk3_489,住院,住院,zhùyuàn,3,"1,2,3",动,989,三级
hsk3_490,字典,字典,zìdiǎn,3,"1,2,3",名,990,三级
hsk3_491,自行车,自行车,zìxíngchē,3,"1,2,3",名,991,三级
hsk3_492,子,子,zi,3,"1,2,3",后缀,992,三级
hsk3_493,总,总,zǒng,3,"1,2,3",副、（动、形）,993,三级（五级）
hsk3_494,总是,总是,zǒngshì,3,"1,2,3",副,994,三级
hsk3_495,嘴,嘴,zuǐ,3,"1,2,3",名,995,三级
hsk3_496,最好,最好,zuìhǎo,3,"1,2,3",副,996,三级
hsk3_497,最后,最后,zuìhòu,3,"1,2,3",名,997,三级
hsk3_498,最近,最近,zuìjìn,3,"1,2,3",名,998,三级
hsk3_499,做客,做客,zuòkè,3,"1,2,3",动,999,三级
hsk3_500,作业,作业,zuòyè,3,"1,2,3",名,1000,三级
